Who,AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
BB,0,1.2419498,0,0,1.7320166,4.99,0,0,0,1.2357254,15.35793185
BB,0,2.5022993,0,0,2.2426102,4.6,0,0,0,0,17.83253906
BB,0,1.7479306,0,0,2.733182,4.395,0,0,0,0,18.20378261
BB,0,0.47837952,0,0,0,4.985,0,0,0,0,3.243006211
BB,0,0.48758113,0,0,0,4.99,0,0,0,0,2.965063883
BB,0,3.4682617,0,0,1.2414448,4.59,0,0,0,0,14.63704315
BB,0,1.9871204,0,0,1.2314329,4.785,0,0,0,0.99655294,16.81964758
BB,0,2.2355099,0,0,1.7220048,4.58,0,0,0,0.49827647,17.4823291
BB,0,2.226311,0,0,1.7320156,2.39,0,0,0,0.5082413,13.24997173
BB,0,1.9963202,0,0,1.4817243,4.78,0,0,0,0.72748417,17.5630435
BB,0,1.9963202,0,0,1.2214221,4.8,0,0,0,0.7274832,16.95602071
BB,0,1.00276,0,0,0,3.425,0,0,0,3.2487628,11.51453921
BB,0,3.24747,0,0,0,4.835,0,0,0,1.2357264,9.149199212
BB,0,1.7295309,0,0,2.9834723,3.535,0,0,0,0,14.09682888
BB,0,2.9990802,0,0.2600006,1.2214221,3.615,0,0,0,0,15.84868121
BB,0,1.4995401,0,0,0,3.49,0,0,0,2.9996245,12.14829144
BB,0,2.226311,0,0.2600006,0.75087404,4.24,0,0,0,0.99655294,15.96699676
BB,0,2.4747007,0,0,1.511761,2.385,0,0,0,0.49827647,14.96464734
BB,0,1.9963202,0,0,1.2614677,5.015,0,0,0,0.7474147,17.07591067
BB,0,1.9779205,0,0.2420691,0,3.88,0.48213762,0,0,0,4.167450382
BB,0,1.9871204,0,0,1.2013973,5.04,0,0,0,0.9666566,17.96476109
BB,0,2.4839005,0,0,1.4917362,4.47,0,0,0,0.49827647,17.16532101
BB,0,2.9990802,0,0,0,4.635,0,0,0,1.4948294,10.63749095
BB,0,1.4903402,0,0,1.7320156,3.585,0,0,0,1.0164835,17.75269976
BB,0,1.9871204,0,0,1.511759,3.87,0,0,0,0.7474147,19.01888678
BB,0,3.2566698,0,0.26896548,0.9911525,4.415,0,0,0,0,16.12832879
BB,0,0.23919064,0,1.013106,0,2.715,0,0,0,3.5078669,4.106714864
BB,0,1.9687215,0,0,2.2225873,4.6,0,0,0,0,19.96387333
BB,0,2.226311,0,0,2.2125754,3.655,0,0,0,0,19.63117229
BB,0,0.7451697,0,0,0.4805599,4.49,0,0,0,3.497901,15.88119703
BB,0,2.0055192,0,0,2.4828897,3.835,0,0,0,0,19.71613985
BB,0,3.2290702,0,0,1.2314329,4.49,0,0,0,0,18.85296122
BB,0,0.4783804,0,0,0,4.885,0,0,0,0,3.968720941
BB,0,0.48758024,0,0,0,4.895,0,0,0,0,3.569393579
BB,0,2.732291,0,0,1.7320156,3.75,0,0,0,0,14.47056511
BB,0,1.9779214,0,0,1.7220048,4.635,0,0,0,0.49827647,18.88186491
BB,0,1.9871204,0,0,1.4617025,4.785,0,0,0,0.7474147,18.86648563
BB,0,1.4995393,0,0,2.4929025,4.59,0,0,0,0,17.50245862
BB,0,2.2355108,0,0.2420691,1.7220048,4.37,0,0,0,0.24913824,18.71595517
BB,0,2.7138913,0,0,1.4917362,4.37,0,0,0,0,16.91732672
BB,0,2.0055192,0,0,1.4717144,4.56,0,0,0,0.49827647,18.83088873
BB,0,2.2355108,0,0,2.2125764,2.83,0,0,0,0,15.57734009
BB,0,1.011959,0,0,0.4805599,3.59,0.24619853,0,0,1.4948294,11.00412153
BB,0,3.23827,0,0,1.4717134,4.365,0,0,0,0,18.01081873
BB,0,0.75436956,0,0,1.7320166,2.815,0,0,0,0.24913824,4.478700074
BB,0,3.4774616,0,0,0.9611188,4.99,0,0,0,0,16.65449889
BB,0,0.9935602,0,0.26896632,2.4628668,3.39,0,0,0,0,5.19918197
BB,0,3.24747,0,0,0.22025569,4.62,0,0,0,0.99655294,15.3701511
BB,0,0.4967801,0,0,0,5.06,0,0,0,0,3.791169058
BB,0,0.48758024,0,0,0,4.99,0,0,0,0,3.556804762
BB,0,2.2355108,0,0,1.4717125,4.375,0,0,0,0.25910398,15.30402892
BB,0,2.0423186,0,0,2.0123427,3.845,0,0,0,0.23917247,15.72778291
BB,0,2.2447107,0,0,1.4817252,4.6,0,0,0,0.48831072,17.7046151
BB,0,2.2539105,0,0,1.7320166,4.395,0,0,0,0.21924192,16.65196558
BB,0,2.2355108,0,0,1.7420275,4.015,0,0,0,0.51820797,17.28181657
BB,0,2.2355108,0,0,1.7320166,3.97,0,0,0,0.23917247,17.10640153
BB,0,2.217111,0,0,1.2214211,4.59,0,0,0,0.49827647,18.02321395
BB,0,0.7451697,0,0,0,4.835,0,0,0,3.7370737,12.59577837
BB,0,1.7295309,0,0,1.7420275,3.385,0.23593907,0,0,0.24913824,12.67243765
BB,0,2.74149,0,0,1.972296,4.405,0,0,0,0,17.9643743
BB,0,1.9963202,0,0,1.9622842,4.015,0,0,0,0.24913824,19.91651608
BB,0,1.9963202,0,0,2.272645,3.205,0,0,0,0,17.1593212
BB,0,0.73597074,0,0,1.2314329,2.705,0,0,0,0.49827647,10.82397666
BB,0,1.9963202,0,0,1.7119929,4.12,0,0,0,0.48831072,20.36501166
BB,0,0.48758024,0,0,0,4.985,0,0,0,0,3.572614387
BB,0,0.4967801,0,0,0,4.97,0,0,0,0,3.19509452
BB,0,0.9935602,0,0,0.21024476,2.4,0,0,0,0.23917247,8.720636826
BB,0,2.2079113,0,0,1.7320156,4.135,0,0,0,0.48831168,16.84976128
BB,0,1.9871204,0,0,2.0123417,3.735,0,0,0,0.24913824,17.48334676
BB,0,1.9779214,0,0,1.9823079,4.015,0,0,0,0.50824225,16.77098778
BB,0,2.2355108,0,0,1.7420266,4.29,0,0,0,0.24913824,17.92726151
BB,0,2.9806805,0,0.2600006,1.2414448,2.905,0,0,0,0,13.36449874
BB,0,2.2355108,0,0,1.7220048,4.465,0,0,0,0.48831072,19.07558621
BB,0,1.7479306,0,0,1.7520385,2.23,0,0,0,0.73744893,14.57659338
BB,0,3.2382708,0,0,1.2314339,2.77,0,0,0,0.23917343,15.54378944
BB,0,0.7267709,0,0,1.7320156,4.11,0,0,0,1.7439677,5.083328068
BB,0,0.98436123,0,0,0,4.545,0,0,0,3.4979,13.18091826
BB,0,3.2382708,0,0,0.22025569,3.515,0,0,0,0,10.59026464
BB,0,1.7571295,0,0.26896632,0.23026854,2.99,0.2667145,0,0,0.73744893,8.143772237
BB,0,0.9751614,0,0,3.2637994,4.81,0,0,0,0,3.879903233
BB,0,0.48758024,0,0,0,5.005,0,0,0,0,3.66481828
BB,0,0.47838128,0,0,0,4.955,0,0,0,0,3.206434259
BB,0,2.00552,0,0,2.0023317,3.745,0,0,0,0,15.32332879
BB,0,2.00552,0,0,1.9823079,3.77,0,0,0,0.24913824,15.81498785
BB,0,1.9779205,0,0,1.9923198,3.795,0,0,0,0.48831072,17.28358733
BB,0,2.732291,0,0,1.7220048,4.995,0,0,0,0,16.56869655
BB,0,0.73597074,0,0,0,3.315,0,0,0,3.9862118,11.30756826
BB,0,0.7267718,0,0,0.47054705,2.805,0,0,0,3.2387972,12.75209068
BB,0,2.014719,0,0,1.7220038,4.745,0,0,0,0,18.16870737
BB,0,2.7230911,0,0,0.9811426,2.405,0.2667145,0,0,0,9.958619451
BB,0,2.74149,0,0,1.2214221,4.575,0,0,0,0.49827647,17.97345209
BB,0,2.4839005,0,0,1.4717134,5.03,0,0,0,0,17.71593237
BB,0,1.9963202,0,0,1.972297,4.045,0,0,0,0,19.11763379
BB,0,2.5023,0,0,1.2414448,4.65,0,0,0,0.48831168,18.01686087
BB,0,0.23919064,0,0,0,2.78,0,0,0,4.494454,6.927039513
BB,0,2.4839005,0,0,1.2214221,4.565,0,0,0,0.25910398,18.83350191
BB,0,0.49678096,0,0,0,5.07,0,0,0,0,4.049752955
BB,0,0.48758024,0,0,0,4.97,0,0,0,0,3.331138461
BB,0,2.7414908,0,0,1.7220048,3.165,0,0,0,0,13.785186
BB,0,2.22631,0,0,2.2325993,1.955,0,0,0,0,12.02000763
BB,0,2.7414908,0,0,1.2314329,4.575,0,0,0,0.2890003,16.62373962
BB,0,1.7387298,0,0.26896632,0.5206055,3.56,0.24619755,0,0,0.49827647,10.07364629
BB,0,2.73229,0,0,1.2714795,5.21,0,0,0,0.4783459,17.3329773
BB,0,3.229071,0,0,1.4817252,4.3,0,0,0,0,15.70335906
BB,0,2.5023,0,0,1.972296,1.985,0,0,0,0,13.24546908
BB,0,2.4931002,0,0,1.2414448,4.795,0,0,0,0.47834495,17.72840599
BB,0,3.7442498,0,0,0.73085123,2.915,0,0,0,0,13.22061831
BB,0,1.7387298,0,0.25103486,0,3.92,0,0,0,2.25221,13.82600039
BB,0,2.00552,0,0,0.4905708,3.835,0.2667145,0,0,0,11.21595007
BB,0,1.7479297,0,0,1.7420275,4.595,0,0,0,0,18.55029939
BB,0,1.7479306,0,0,0.22025569,3.175,0,0,0,2.4913824,15.03159933
BB,0,1.7203311,0,0,1.7320166,4.32,0,0,0,0,20.00551986
BB,0,0.5335786,0,0,0,4.87,0,0,0,0,3.827164607
BB,0,0.4783804,0,0,0,5.145,0,0,0,0,3.398386656
BB,0,1.7387298,0,0,2.262635,4.43,0,0,0,0,16.8900794
BB,0,2.7230911,0,0,1.2314339,4.745,0,0,0,0.48831072,15.89815906
BB,0,2.7138913,0,0,0.9911535,4.54,0,0,0,0.50824225,15.82038706
BB,0,2.74149,0,0,1.2314339,4.9,0,0,0,0.5082413,16.31749813
BB,0,0.9935602,0,0,0.4905708,3.28,0,0,0,3.019556,14.08708725
BB,0,2.732291,0,0,1.4717134,3.4,0,0,0,0,14.64081808
BB,0,1.7479306,0,0.50207055,0.22025569,2.61,0,0,0,1.9931059,13.03498283
BB,0,2.2447107,0,0,1.7620513,1.545,0,0,0,0,10.79953582
BB,0,2.9990802,0,0,0.78090775,3.14,0,0,0,0.49827647,14.89615082
BB,0,0.26678842,0,0,0,3.745,0,0,0,4.006143,8.84692626
BB,0,2.732291,0,0,1.2514558,4.97,0,0,0,0.2890003,18.17936649
BB,0,2.732291,0,0,0,1.42,0,0,0,1.2357254,6.100626675
BB,0,0.53358036,0,0,0,3.405,0,0,0,4.006142,11.98580364
BB,0,0.49678096,0,0,0.23026758,3.645,0,0,0,4.016109,12.57423903
BB,0,0.4967801,0,0,0,5.04,0,0,0,0,3.493622705
BB,0,0.48758113,0,0,0,4.96,0,0,0,0,3.254437526
BB,0,2.2447107,0.24015106,0,1.4717125,3.155,0,0,0,0.24913824,2.159668978
BB,0,2.73229,0,0,1.2114102,4.745,0,0,0,0.50824225,16.21530034
BB,0,1.9871212,0,0.50207055,0.4805599,4.055,0,0,0,0,12.96069209
BB,0,2.4655015,0,0,1.2214221,4.64,0,0,0,0.22920673,15.32835827
BB,0,3.23827,0,0,1.0011663,2.425,0,0,0,0,11.56424765
BB,0,2.2447097,0,0.2600006,1.972295,4.925,0,0,0,0,17.00118135
BB,0,2.2447107,0,0,2.2225864,3.94,0,0,0,0,17.57367819
BB,0,3.72585,0,0,0.74086213,3.385,0,0,0,0,12.5706509
BB,0,0.98436034,0,0,0.22025761,2.61,0,0,0,2.9996245,12.38613787
BB,0,2.9990802,0,0,1.2314329,3.76,0,0,0,0,15.60063281
BB,0,1.5087391,0,0,2.733181,3.405,0.2256806,0,0,0,8.289634973
BB,0,1.2051522,0,0,0.4905708,3.62,0,0,0,0.26906976,12.84843633
BB,0,0.98436034,0,0,0.470548,3.38,0,0,0,2.9796932,15.6341959
BB,0,1.011959,0,0,0,3.18,0,0,0,2.9996235,12.36499058
BB,0,0.48758024,0,0,0,5.07,0,0,0,0,3.658299171
BB,0,0.47837952,0,0,0,5.055,0,0,0,0,3.212278324
BB,0,1.7663294,0,0,2.2225873,4.425,0,0,0,0,15.30538667
BB,0,1.4995401,0,0,1.972295,2.98,0.23593907,0,0,0,12.32170077
BB,0,2.7506897,0,0,1.2214221,4.615,0,0,0,0.46838015,16.90478875
BB,0,2.2539105,0,0,1.2214211,4.74,0,0,0,0.23917247,15.73150123
BB,0,2.732291,0,0.50207055,1.2314339,4.055,0,0,0,0,13.88704993
BB,0,0.2483896,0,0,0.23026854,3.555,0,0,0,3.976247,7.165676826
BB,0,1.7571295,0,0,2.7431939,3.765,0,0,0,0,18.13856221
BB,0,3.7626488,0,0,0,3.235,0,0,0,0.97662145,8.549475652
BB,0,2.9990802,0,0,0.4805599,4.14,0,0,0,0.7573805,14.8068525
BB,0,1.7387298,0,0,1.9823079,4.01,0,0,0,0.73744893,18.93140087
BB,0,1.9871204,0,0.25103486,1.4917371,2.79,0.22568157,0,0,0,11.27300711
BB,0,2.4839005,0,0,1.2514567,4.62,0,0,0,0,15.75174231
BB,0,1.4995401,0,0,0,4.17,0,0,0,2.9896588,12.96141619
BB,0,0.48758113,0,0,0.48055893,4.08,0,0,0,2.9796932,11.51491178
BB,0,0.48758024,0,0,0,5.01,0,0,0,0,3.560628301
BB,0,0.4967801,0,0,0,4.99,0,0,0,0,3.296722549
BB,0,1.7387308,0,0,1.4717125,4.32,0,0,0,0,14.05856753
BB,0,1.7203311,0,0,1.4817243,4.57,0,0,0,0,15.38459606
BB,0,1.9963202,0,0,1.2314339,4.795,0,0,0,0,14.63075266
BB,0,1.9871204,0,0,2.2325993,4.405,0,0,0,0,16.5891412
BB,0,1.0211588,0,0.2420691,0.22025761,2.35,0,0,0,2.25221,10.95706951
BB,0,2.73229,0,0,1.7220057,4.325,0,0,0,0,15.07325044
BB,0,2.9898803,0,0,1.2214221,4.985,0,0,0,0.24913824,16.42470005
BB,0,2.4655015,0,0,1.7320166,4.64,0.25645602,0,0,0,12.93099941
BB,0.2507447,1.4995401,0,0,1.4817243,3.56,0,0,0,0.47834495,6.833977828
BB,0,1.9963202,0,0,1.4717134,2.745,0,0,0,1.0065178,16.92280884
BB,0,1.5087391,0,0,0.47054896,3.135,0,0,0,2.2422442,14.18157923
BB,0,1.9871204,0,0.26896632,1.7220038,2.76,0,0,0,0,14.35305588
BB,0.26077473,1.00276,0,0.26896632,0.50058365,2.995,0,0,0,0.99655294,4.952964215
BB,0,0.5519774,0,0,0,4.97,0,0,0,0,3.447673184
BB,0,0.48757938,0,0,0,4.99,0,0,0,0,3.02608552
BB,0,1.2419498,0,0,0.5005827,3.315,0,0,0,2.2422442,12.6411222
BB,0,0.7543704,0,0,0.4805599,3.485,0,0,0,3.2587276,13.31460012
BB,0,2.7506897,0,0,1.4917371,2.795,0,0,0,0.25910398,13.40268588
BB,0,0.7451706,0,0,0.4905708,3.985,0,0,0,1.7340028,13.42290468
BB,0,2.732291,0,0,0.7208393,2.76,0,0,0,0.99655294,14.10106044
BB,0,2.732291,0,0,1.7620504,3.185,0,0,0,0,14.94787946
BB,0,2.0055192,0,0,2.4828897,3.97,0,0,0,0,18.09578471
BB,0,2.4931002,0,0,2.2325993,2.985,0,0,0,0,16.54073859
BB,0,2.2539105,0,0,1.2414448,4.59,0,0,0,0.50824225,17.44380712
BB,0,3.4958603,0,0,1.2514567,3.715,0,0,0,0,15.97616839
BB,0,3.23827,0,0,1.221423,4.68,0,0,0,0,16.37486078
BB,0,2.732291,0,0,1.9923198,5.015,0,0,0,0,18.04060019
BB,0,2.0239189,0,0,2.2325983,4.275,0,0,0,0,18.88744209
BB,0,3.72585,0,0,1.0011654,3.145,0,0,0,0,15.19308633
BB,0,0.48758024,0,0,0,4.925,0,0,0,0,3.354756607
BB,0,0.48758024,0,0,0,4.96,0,0,0,0,3.108472221
BB,0,1.7387298,0,0,1.5017481,4.215,0,0,0,0.49827647,15.3221371
BB,0,1.9963202,0,0,1.4817243,4.375,0,0,0,0.5082413,15.64729397
BB,0,2.2355108,0,0,1.2414458,4.625,0,0,0,0.7573805,15.91219166
BB,0,1.9779205,0,0,1.221423,4.545,0,0,0,0.7474147,15.72848308
BB,0,2.0055192,0,0,2.2325983,3.94,0,0,0,0,16.11625481
BB,0,0.7451697,0,0,0.50058365,3.825,0,0,0,3.2587276,13.58905982
BB,0,2.014719,0,0,1.2214221,4.61,0,0,0,0.48831072,17.65511222
BB,0,1.4995401,0,0,1.2414439,2.84,0.25645602,0,0,0.49827647,9.972576594
BB,0,2.2539096,0,0,1.7420275,3.735,0,0,0,0,16.62123345
BB,0,1.9871204,0,0.2420691,1.4717125,3.755,0,0,0,0.99655294,18.00113791
BB,0,0.98436123,0,0,0.23026758,2.885,0,0,0,3.2487628,13.60485435
BB,0,1.7479306,0,0,1.4717134,4.89,0,0,0,0.48831072,17.84104414
BB,0,1.4811404,0,0,0.46053612,3.335,0,0,0,2.25221,14.91921663
BB,0,1.50874,0,0,0.48055893,3.185,0,0,0,2.0030715,15.63352188
BB,0,0.4783804,0,0,0,4.895,0,0,0,0,3.254359088
BB,0,0.48758113,0,0,0,4.875,0,0,0,0,3.086569666
BB,0,2.9990811,0,0,0.24027947,3.1,0,0,0,0.7573805,10.38702212
BB,0,3.9926405,0,0,0.52060646,4.41,0,0,0,0,12.20554804
BB,0,1.7571295,0,0,2.2325983,4.34,0,0,0,0.24913824,17.81710144
BB,0,3.4958603,0,0,0.9711297,3.55,0,0,0,0,12.73751089
BB,0,0.75436956,0,0,0.4905708,3.73,0,0,0,3.2587276,13.22837477
BB,0,1.9779205,0,0,2.2125764,4.585,0,0,0,0,17.21845701
BB,0,1.9963202,0,0,1.4817252,4.175,0,0,0,0.4783459,17.64790358
BB,0,1.9871204,0,0,1.9923189,3.53,0,0,0,0.25910398,16.49062638
BB,0,3.7442498,0,0,0,4.04,0,0,0,1.0164835,9.14411649
BB,0,1.9963202,0,0,2.2426112,3.55,0.25645602,0,0,0,8.386707631
BB,0,3.4866605,0,0,1.2314329,3.4,0,0,0,0,10.42102733
BB,0,2.2355108,0,0,1.982307,3.985,0,0,0,0,12.22086873
BB,0,1.7479297,0,0,1.9923189,4.14,0,0,0,0.23917247,13.89710908
BB,0,2.5023,0,0,1.7220048,3.8,0,0,0,0.24913824,14.00248
BB,0,0.5059808,0,0,0,4.975,0,0,0,0,2.650514145
BB,0,0.5243787,0,0,0,5.115,0,0,0,0,2.475934189
BB,0,1.9779205,0,0,1.2314329,4.65,0,0,0,0.51820797,13.75452958
BB,0,1.9871204,0,0,1.2514567,4.795,0,0,0,0.7474147,14.33969791
BB,0,2.2355099,0,0,1.221423,4.785,0,0,0,0.7474147,14.72052995
BB,0,1.7571295,0,0,1.7620513,4.35,0,0,0,0.50824225,15.13489821
BB,0,2.00552,0,0,2.2125745,4.165,0,0,0,0,15.60457672
BB,0,1.9779214,0,0,2.2426093,3.975,0,0,0,0,15.30028947
BB,0,2.0055192,0,0,2.2426112,3.985,0,0,0,0.23917247,17.23446925
BB,0,3.4866605,0,0,0.99115443,3.79,0,0,0,0,13.08376666
BB,0,2.5022993,0,0,0.7408631,3.795,0,0,0,1.2456912,14.27472628
BB,0,2.4747014,0,0,1.7320156,3.625,0,0,0,0,15.30395746
BB,0,2.7230911,0,0,1.2314329,3.595,0,0,0,0.23917247,15.57916634
BB,0,1.9779205,0,0,2.723169,3.37,0,0,0,0,15.28476488
BB,0,1.4903402,0,0,0.49057177,3.23,0,0,0,1.9931059,13.81420043
BB,0,0.98436034,0,0,0.470548,3.575,0,0,0,2.9896588,14.1212433
BB,0,0.4967792,0,0,0,4.96,0,0,0,0,3.314593088
BB,0,0.49678096,0,0,0,4.945,0,0,0,0,3.038959166
BB,0,1.9963202,0,0,1.2714795,4.785,0,0,0,0.49827647,14.54417333
BB,0,1.9779214,0,0,2.4929025,3.99,0,0,0,0,15.98232483
BB,0,2.217111,0,0,1.2414448,4.79,0,0,0,0.73744893,16.47997549
BB,0,1.9687215,0,0,2.4628658,3.97,0,0,0,0.23917247,17.01950327
BB,0,2.2447107,0,0,1.4817252,4.57,0,0,0,0.7573805,17.22408824
BB,0,0.9659606,0,0,0.4805599,2.195,0,0,0,1.2456912,11.45023491
BB,0,2.4655015,0,0,1.9823079,3.405,0,0,0,0,16.38523162
BB,0,2.2355108,0,0,1.4817243,4.835,0,0,0,0.73744893,18.34559116
BB,0,2.5114992,0,0,0,4.395,0,0,0,1.9931059,11.22688398
BB,0,1.7479297,0,0.26896632,0.2502923,3.56,0,0,0,1.2656227,14.24958321
BB,0,1.7387298,0,0,0.9911535,4.59,0,0,0,1.0065187,17.62850884
BB,0,3.2474706,0,0,0.9911525,3.585,0.24619755,0,0,0.22920766,11.86313858
BB,0,1.517939,0,0,2.9934852,3.6,0,0,0,0,8.345345215
BB,0,3.4682617,0,0,0.7308503,4.205,0,0,0,0.50824225,16.78527171
BB,0,0.50597996,0,0,0,5.035,0,0,0,0,3.567976863
BB,0,0.4967801,0,0,0,4.99,0,0,0,0,3.252151974
BB,0,2.014719,0,0,1.5217708,4.655,0,0,0,0.51820797,15.88721401
BB,0,2.2355099,0,0,1.2414458,4.595,0,0,0,0.7573805,16.27715061
BB,0,2.2355108,0,0,1.2414458,4.77,0,0,0,0.7374499,17.41116634
BB,0,1.9871204,0,0,1.2514567,4.56,0,0,0,0.7474147,16.89400627
BB,0,2.2355108,0,0,1.4917362,4.785,0,0,0,0.72748417,17.53485278
BB,0.21062559,1.9963193,0,0.2510357,0.97113067,2.825,0,0,0,0.23917247,4.432870348
BB,0,3.5050592,0,0,1.2214211,4.425,0,0,0,0,16.0541959
BB,0,3.9926395,0,0,0.46053612,4.4,0,0,0,0,12.674152
BB,0,1.9779205,0,0.25103486,2.2325993,3.795,0,0,0,0,14.80659472
BB,0,1.4903402,0,0,0.5005827,3.24,0,0,0,1.9931059,14.27127442
BB,0,2.74149,0,0,0.26030323,2.19,0,0,0,1.5047952,11.28034136
BB,0,1.9963202,0,0,2.272645,4.38,0,0,0,0.25910398,17.94408642
BB,0,2.9806814,0,0,0.9911535,3.98,0.24619755,0,0,0,11.23626885
BB,0,2.2447097,0,0,1.9823079,4.26,0,0,0,0.22920766,18.65385054
BB,0,0.4967801,0,0,0,5.02,0,0,0,0,3.539162432
BB,0,0.4967801,0,0,0,4.96,0,0,0,0,3.283656438
BB,0,2.2539096,0,0,1.2614686,4.825,0,0,0,0.7573805,15.13665125
BB,0,1.9779205,0,0,1.2114102,4.605,0,0,0,0.47834495,14.80851634
BB,0,3.2566698,0,0,0.9911535,2.845,0,0,0,0.24913824,12.52236856
BB,0,3.4866605,0,0,0.75087404,3.785,0,0,0,0.25910398,13.74483778
BB,0,0.48758113,0,0,0.72083837,4.03,0,0,0,2.9996245,9.742254276
BB,0,3.4682617,0,0,0.9911535,4.84,0,0,0,0,16.03839495
BB,0,3.4958603,0,0.26896548,0.47054705,3.24,0,0,0,0,13.50744602
BB,0,2.2539096,0,0,1.9823079,3.215,0,0,0,0,16.32089134
BB,0,0.98436123,0,0.25103486,0.22025666,4.735,0,0,0,1.9931059,15.10575088
BB,0,1.7295309,0,0,0,3.05,0,0,0,1.255657,9.778203849
BB,0,1.7479297,0,0,2.2325983,3.945,0,0,0,0.24913824,19.75236696
BB,0,2.9990792,0,0.5110363,0.4805599,3.545,0,0,0,0.25910303,13.91732907
BB,0,0.2483896,0,0,0.49057177,3.745,0,0,0,3.7470393,4.006910855
BB,0,0.4783804,0,0,0,2.69,0,0,0,3.7470393,12.12016933
BB,0,0.46918055,0,0,0,4.91,0,0,0,0,3.523086218
BB,0,0.48758113,0,0,0,4.905,0,0,0,0,3.528930192
BB,0,1.9871204,0,0,0,3.545,0,0,0,2.4913824,10.87086746
BB,0,2.2447097,0,0,1.5017481,4.58,0,0,0,0.75737953,17.83618752
BB,0,2.74149,0,0,1.972296,4.95,0,0,0,0,17.59311961
BB,0,1.4995401,0,0,0.4905708,3.15,0,0,0,1.7539334,14.27433505
BB,0,3.23827,0,0,1.4817252,2.38,0,0,0,0,12.70635516
BB,0,1.4811404,0,0,0.4905708,4.175,0,0,0,1.2357254,15.47064039
BB,0,2.2355108,0,0,1.9823079,4.61,0,0,0,0.23917343,19.91887719
BB,0,1.7295309,0,0,0.470548,3.225,0,0,0,1.7340019,4.318448935
BB,0,2.2539105,0,0,1.2114102,4.785,0,0,0,0.73744893,19.334737
BB,0,0.24839048,0,0,0.5206055,3.57,0,0,0,3.4879353,3.790928027
BB,0,2.226311,0,0,1.972296,3.825,0,0,0,0,18.65545314
BB,0,2.7230911,0,0,0.9911535,2.61,0.24619853,0,0,0,9.748412984
BB,0,1.7387298,0,0,2.733182,3.985,0,0,0,0,19.15450966
BB,0,0.4967801,0,0.2600006,0,3.84,0,0,0,3.7470393,14.23813462
BB,0,0.4967801,0,0,0,5.06,0,0,0,0,3.697699455
BB,0,0.47838128,0,0,0,5,0,0,0,0,3.412057458
BB,0,1.50874,0,0,0.52060646,3.26,0,0,0,1.9731743,14.51652251
BB,0,2.2447097,0,0,1.2714804,4.56,0,0,0,0.7374499,18.17459414
BB,0,1.9871204,0,0,1.5017481,4.525,0,0,0,0.49827647,18.85626263
BB,0,2.2355108,0,0,1.5017481,4.725,0,0,0,0.7374499,18.47405883
BB,0,2.9898803,0,0,0.73085123,2.62,0,0,0,0.7474147,14.13619512
BB,0,0.7451706,0,0,0.22025569,4.68,0,0,0,3.507866,14.57887225
BB,0,0.7267709,0,0,0.23026758,4.785,0,0,0,3.4879353,15.4617332
BB,0,1.9871204,0,0,2.4628668,4.005,0,0,0,0,19.27765683
BB,0,3.2382708,0,0,0.9811426,5.01,0,0,0,0,16.93279907
BB,0,0.7451697,0,0,0.23026854,4.415,0,0,0,3.2387972,15.61164815
BB,0,2.226311,0,0.25103486,1.2114102,4.99,0,0,0,0.7474147,19.79698694
BB,0,3.23827,0,0,1.2314339,2.83,0,0,0,0,15.17531468
BB,0,1.9871204,0,0,2.4828897,3.785,0,0,0,0,19.87436514
BB,0,0.73597074,0,0,0,4.78,0,0,0,3.4879353,14.15837393
BB,0,0.4967801,0,0,0,4.98,0,0,0,0,3.651892149
BB,0,0.47838128,0,0,0,4.99,0,0,0,0,3.436831965
BB,0,3.2382708,0,0,0.78090966,2.795,0,0,0,0.26906976,12.07306686
BB,0,1.7387308,0,0,0,2.19,0,0,0,2.7504864,10.15553604
BB,0,2.2355099,0,0,2.262634,2.28,0,0,0,0,12.81415753
BB,0,3.7350519,0,0.25103486,0,3.37,0,0,0,0.23917343,7.400677419
BB,0,1.2419498,0,0,0,4.37,0,0,0,3.2587276,13.00854726
BB,0,1.9963202,0,0,2.743193,4.155,0,0,0,0,18.64111098
BB,0,3.7166512,0,0.25103486,0.21024476,4.15,0,0,0,0,13.04316958
BB,0,3.2566698,0,0.25103486,0.24027947,4.325,0,0,0,0.7175184,14.39337461
BB,0,1.7663294,0,0,1.2314329,4.28,0,0,0,0.97662145,19.18321523
BB,0,2.0239189,0,0,1.4817252,4.865,0,0,0,0.7474147,20.4504378
BB,0,0.4783804,0,0,0,3.76,0,0,0,3.7370737,11.92600438
BB,0,0.7267709,0,0,0,4.805,0,0,0,3.507866,13.50672942
BB,0,2.00552,0,0,1.4917362,4.57,0,0,0,0.7274832,21.05067984
BB,0,0.48758113,0,0,0,4.965,0,0,0,0,4.117240261
BB,0,0.48758024,0,0,0,4.96,0,0,0,0,3.300286213
BB,0,1.9871204,0,0,1.4817252,4.735,0,0,0,0.50824225,16.42692015
BB,0,2.2447097,0,0,1.2314339,4.615,0,0,0,0.7474147,17.9112941
BB,0,1.4903402,0,0,0.54062927,3.18,0,0,0,1.9831401,14.44865523
BB,0,0.7451706,0,0,0.24027947,4.555,0,0,0,3.4979,13.43384606
